id,编号,对口联系领导,地址,联系方式,联系人,名称,所属行业,X坐标,Y坐标,责任部门,gov,gov_id
firm54,C4E451D30EBF44F3B7CCF16FB3396245,刘顺妮,汉南大道720号,,,武汉非凡电源有限公司,电子信息,114.0862804,30.31419742,市商务局,武汉市商务局,gov16
firm55,C515101BDA104947899FDA8D23F2F110,孙亚,"葛化正街31号	",,,武汉葛化集团有限公司,石油化工,114.6047505,30.53432599,市财政局,武汉市财政局,gov24
firm56,FAD086C54B2D4578AABB14BBC5308E73,张学忙,五环路12,,,益海嘉里（武汉）粮油工业有限公司,食品烟草,114.1387999,30.59990484,市农业局,武汉市农业农村局,gov27
firm57,D3FED2C4949849B98F456FA5CC160ED1,刘顺妮,武汉市蔡甸区万家湖路,,,武汉提爱思全兴汽车零部件有限公司,汽车及零部件,114.1813798,30.47006581,市商务局,武汉市商务局,gov16
firm58,C4E451D30EBF44F3B7CCF16FB3396245,刘顺妮,汉南大道720号,,,武汉非凡电源有限公司,电子信息,114.0862804,30.31419742,市商务局,武汉市商务局,gov16
firm59,C515101BDA104947899FDA8D23F2F110,孙亚,"葛化正街31号	",,,武汉葛化集团有限公司,石油化工,114.6047505,30.53432599,市财政局,武汉市财政局,gov24
firm60,FAD086C54B2D4578AABB14BBC5308E73,张学忙,五环路12,,,益海嘉里（武汉）粮油工业有限公司,食品烟草,114.1387999,30.59990484,市农业局,武汉市农业农村局,gov27
firm61,D3FED2C4949849B98F456FA5CC160ED1,刘顺妮,武汉市蔡甸区万家湖路,,,武汉提爱思全兴汽车零部件有限公司,汽车及零部件,114.1813798,30.47006581,市商务局,武汉市商务局,gov16
firm62,C4E451D30EBF44F3B7CCF16FB3396245,刘顺妮,汉南大道720号,,,武汉非凡电源有限公司,电子信息,114.0862804,30.31419742,市商务局,武汉市商务局,gov16
firm63,C515101BDA104947899FDA8D23F2F110,孙亚,"葛化正街31号	",,,武汉葛化集团有限公司,石油化工,114.6047505,30.53432599,市财政局,武汉市财政局,gov24
firm64,5643D1DF43574AD9A9E7E69FBD324A90,阮成发,"侯程文武汉经济技术开发区车城东路283号	",,,东风本田汽车有限公司,汽车及零部件,114.1764055,30.47894465,政府办公厅、市经委,,
firm65,5643D1DF43574AD9A9E7E69FBD324A90,阮成发,"侯程文武汉经济技术开发区车城东路283号	",,,东风本田汽车有限公司,汽车及零部件,114.1764055,30.47894465,政府办公厅、市经委,,
firm66,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm67,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm68,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm69,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm70,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm71,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm72,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm73,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm74,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm75,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm76,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm77,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm78,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm79,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm80,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm81,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm82,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm83,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm84,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm85,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm86,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm87,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm88,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm89,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm90,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm91,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm92,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm93,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm94,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm95,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm96,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm97,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm98,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm99,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm100,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm101,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm102,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm103,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm104,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm105,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm106,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm107,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm108,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm109,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm110,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm111,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm112,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm113,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm114,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm115,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm116,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm117,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm118,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm119,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm120,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm121,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm122,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm123,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm124,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm125,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm126,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm127,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm128,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm129,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm130,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm131,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm132,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm133,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm134,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm135,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm136,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm137,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm138,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
firm139,67861A6643684F6695C7E2BD056F051B,尹维真,金银湖路11号,,,中交第二航务工程局有限公司,建设施工,114.2028505,30.63295355,市建委,武汉市城乡建设局,gov39
firm140,8C85F7580D0E4D9B9F7CB2834B30D530,邵为民,"鹦鹉大道484号	",,,武汉健民药业集团股份有限公司,生物医药,114.2588002,30.52617069,市环保局,武汉市生态环境局,gov12
firm141,0FC5B51EC6864937914B2B24039B2805,邵为民,武汉武昌南湖周家湾100号,,,武汉马应龙集团股份有限公司,生物医药,114.3276501,30.48579569,市环保局,武汉市生态环境局,gov12
firm142,CCC0BE09B9364024AA33D3D23C54A185,邵为民,杜家井1,,,中石化80万吨乙烯项目,石油化工,114.4619,30.6583162,市环保局,武汉市生态环境局,gov12
firm143,5BEB6BDA379B46DD8D88F01CD66BFC91,,"武汉市江夏区G107	",,,武汉顺乐不锈钢有限公司,,114.2588701,30.39193812,,,
firm144,4AB7AE4121C34036960F3FECC9A4D12D,,"汽渡路196号	",,,武汉中东化工股份有限公司,,114.5754897,30.62366218,,,
firm145,A108AF23999D4DF6A611920878875CE1,,武昌区石洞街,,,武汉长虹机械厂,,114.2773092,30.34266532,,,
firm146,1F4B357A758540C78119A55F24450BFF,岳勇,徐东大街231-233,,,华中电网有限公司,能源及环保,114.3709,30.5749255,市经委,武汉市经济和信息化局,gov30
firm147,F83459D77C4D48B9A866F531DD424262,邵为民,"创业路附近	",,,武汉唯冠科技有限公司,电子信息,114.1487872,30.47040431,市科技局,武汉市科学技术局,gov7
firm148,317BDBB9369D4E90ADA29ADB4728EC6D,邵为民,神龙大道9,,,名幸电子（武汉)有限公司,电子信息,114.1917006,30.48709382,市科技局,武汉市科学技术局,gov7
firm149,8D8F6E75C3A7457790E689FB67F4AB67,邵为民,武汉经济技术开发区４０ＭＤ地块,,,美的集团武汉制冷设备有限公司,消费品及其它,114.1219948,30.4538455,市科技局,武汉市科学技术局,gov7
